כותרת,מזהה קישור,קטגוריה,תאריך,שעה,מיקום,תיאור,קישור הרשמה,בוטל,תקציר אוטומטי,סטטוס תזכורת,מזהה שיעור,זמן יצירה,זמן עריכה אחרונה,נוצר על ידי,עודכן על ידי,סטטוס
דרשת שבת הגדול,drashat-shabbat-hagadol,7,3/28/2026,17:00,בית הכנסת הגדול - רחוב קינג ג'ורג' ירושלים,,,,,,2,3/24/2026 3:13pm,4/10/2026 9:55am,,1,
